method,total_calls,ok_calls,throughput_rps,latency_p50_ms,latency_p95_ms,latency_p99_ms,grpc_code_rates_json,job_terminal_unique_jobs,job_terminal_throughput_rps
SubmitJob,720,720,12.0,18.725,27.031,51.477,"{""OK"":1.0}",344,5.733333
GetJobStatus,240,240,4.0,15.485,23.044,29.405,"{""OK"":1.0}",344,5.733333
GetJobResult,180,180,3.0,21.173,28.921,79.726,"{""OK"":1.0}",344,5.733333
CancelJob,60,60,1.0,16.179,24.406,28.893,"{""OK"":1.0}",344,5.733333
ListJobs,0,0,0.0,0.0,0.0,0.0,{},344,5.733333
