method,total_calls,ok_calls,throughput_rps,latency_p50_ms,latency_p95_ms,latency_p99_ms,grpc_code_rates_json,job_terminal_unique_jobs,job_terminal_throughput_rps
SubmitJob,105,105,1.75,10.309,14.971,19.011,"{""OK"":1.0}",85,1.416667
GetJobStatus,90,90,1.5,8.32,11.823,14.62,"{""OK"":1.0}",85,1.416667
GetJobResult,75,75,1.25,9.841,14.829,15.883,"{""OK"":1.0}",85,1.416667
CancelJob,30,30,0.5,7.277,12.339,12.938,"{""OK"":1.0}",85,1.416667
ListJobs,0,0,0.0,0.0,0.0,0.0,{},85,1.416667
