method,total_calls,ok_calls,throughput_rps,latency_p50_ms,latency_p95_ms,latency_p99_ms,grpc_code_rates_json,job_terminal_unique_jobs,job_terminal_throughput_rps
SubmitJob,84,84,4.2,18.786,26.143,33.064,"{""OK"":1.0}",69,3.45
GetJobStatus,72,72,3.6,13.375,22.991,26.001,"{""OK"":1.0}",69,3.45
GetJobResult,60,60,3.0,19.007,27.2,33.026,"{""OK"":1.0}",69,3.45
CancelJob,24,24,1.2,15.206,22.351,22.896,"{""OK"":1.0}",69,3.45
ListJobs,0,0,0.0,0.0,0.0,0.0,{},69,3.45
