method,total_calls,ok_calls,throughput_rps,latency_p50_ms,latency_p95_ms,latency_p99_ms,grpc_code_rates_json,job_terminal_unique_jobs,job_terminal_throughput_rps
SubmitJob,105,105,1.75,9.221,13.657,16.366,"{""OK"":1.0}",93,1.55
GetJobStatus,90,90,1.5,7.185,10.407,26.235,"{""OK"":1.0}",93,1.55
GetJobResult,75,75,1.25,8.738,13.786,28.432,"{""OK"":1.0}",93,1.55
CancelJob,30,30,0.5,7.171,13.747,14.194,"{""OK"":1.0}",93,1.55
ListJobs,0,0,0.0,0.0,0.0,0.0,{},93,1.55
