method,total_calls,ok_calls,throughput_rps,latency_p50_ms,latency_p95_ms,latency_p99_ms,grpc_code_rates_json,job_terminal_unique_jobs,job_terminal_throughput_rps
SubmitJob,180,180,3.0,8.51,14.791,24.362,"{""OK"":1.0}",78,1.3
GetJobStatus,60,60,1.0,6.349,12.063,13.617,"{""OK"":1.0}",78,1.3
GetJobResult,45,45,0.75,9.055,13.964,22.441,"{""OK"":1.0}",78,1.3
CancelJob,15,15,0.25,6.843,14.106,14.106,"{""OK"":1.0}",78,1.3
ListJobs,0,0,0.0,0.0,0.0,0.0,{},78,1.3
