method,total_calls,ok_calls,throughput_rps,latency_p50_ms,latency_p95_ms,latency_p99_ms,grpc_code_rates_json,job_terminal_unique_jobs,job_terminal_throughput_rps
SubmitJob,720,720,12.0,22.819,37.788,43.216,"{""OK"":1.0}",82,1.366667
GetJobStatus,240,240,4.0,17.792,31.851,36.827,"{""OK"":1.0}",82,1.366667
GetJobResult,180,180,3.0,18.37,32.519,37.538,"{""OK"":1.0}",82,1.366667
CancelJob,60,60,1.0,27.655,39.854,43.085,"{""OK"":1.0}",82,1.366667
ListJobs,0,0,0.0,0.0,0.0,0.0,{},82,1.366667
