method,total_calls,ok_calls,throughput_rps,latency_p50_ms,latency_p95_ms,latency_p99_ms,grpc_code_rates_json,job_terminal_unique_jobs,job_terminal_throughput_rps
SubmitJob,105,105,1.75,7.782,12.73,24.945,"{""OK"":1.0}",86,1.433333
GetJobStatus,90,90,1.5,6.115,9.559,35.623,"{""OK"":1.0}",86,1.433333
GetJobResult,75,75,1.25,7.42,21.594,36.228,"{""OK"":1.0}",86,1.433333
CancelJob,30,30,0.5,5.774,8.945,23.831,"{""OK"":1.0}",86,1.433333
ListJobs,0,0,0.0,0.0,0.0,0.0,{},86,1.433333
