method,total_calls,ok_calls,throughput_rps,latency_p50_ms,latency_p95_ms,latency_p99_ms,grpc_code_rates_json,job_terminal_unique_jobs,job_terminal_throughput_rps
SubmitJob,105,105,1.75,8.389,13.539,15.938,"{""OK"":1.0}",90,1.5
GetJobStatus,90,90,1.5,6.776,14.039,16.566,"{""OK"":1.0}",90,1.5
GetJobResult,75,75,1.25,8.238,14.99,18.133,"{""OK"":1.0}",90,1.5
CancelJob,30,30,0.5,6.556,14.245,14.347,"{""OK"":1.0}",90,1.5
ListJobs,0,0,0.0,0.0,0.0,0.0,{},90,1.5
