method,total_calls,ok_calls,throughput_rps,latency_p50_ms,latency_p95_ms,latency_p99_ms,grpc_code_rates_json,job_terminal_unique_jobs,job_terminal_throughput_rps
SubmitJob,720,720,12.0,22.858,37.68,41.746,"{""OK"":1.0}",63,1.05
GetJobStatus,240,240,4.0,17.41,30.075,40.646,"{""OK"":1.0}",63,1.05
GetJobResult,180,180,3.0,17.384,31.043,42.789,"{""OK"":1.0}",63,1.05
CancelJob,60,60,1.0,26.279,36.415,40.926,"{""OK"":1.0}",63,1.05
ListJobs,0,0,0.0,0.0,0.0,0.0,{},63,1.05
