method,total_calls,ok_calls,throughput_rps,latency_p50_ms,latency_p95_ms,latency_p99_ms,grpc_code_rates_json,job_terminal_unique_jobs,job_terminal_throughput_rps
SubmitJob,180,180,3.0,17.846,29.594,43.271,"{""OK"":1.0}",60,1.0
GetJobStatus,540,540,9.0,17.141,28.115,32.966,"{""OK"":1.0}",60,1.0
GetJobResult,420,420,7.0,17.699,28.142,31.234,"{""OK"":1.0}",60,1.0
CancelJob,60,60,1.0,21.846,28.702,30.663,"{""OK"":1.0}",60,1.0
ListJobs,0,0,0.0,0.0,0.0,0.0,{},60,1.0
