method,total_calls,ok_calls,throughput_rps,latency_p50_ms,latency_p95_ms,latency_p99_ms,grpc_code_rates_json,job_terminal_unique_jobs,job_terminal_throughput_rps
SubmitJob,180,180,3.0,8.678,13.594,18.777,"{""OK"":1.0}",83,1.383333
GetJobStatus,60,60,1.0,7.553,10.625,18.779,"{""OK"":1.0}",83,1.383333
GetJobResult,45,45,0.75,8.602,15.593,19.336,"{""OK"":1.0}",83,1.383333
CancelJob,15,15,0.25,7.518,10.367,10.367,"{""OK"":1.0}",83,1.383333
ListJobs,0,0,0.0,0.0,0.0,0.0,{},83,1.383333
